ID,File,Loại file,Nhóm,Câu hỏi,Đáp án chuẩn,Câu trả lời hệ thống,Nguồn/Citation,Retrieval,Citation,Answer,Điểm,Hallucination,Mức độ lỗi,Ghi chú,Đề xuất fix,Latency ms
TAB-029,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 3 có thông tin gì?",Tháng: 02/2026; Sản phẩm A: 135; Sản phẩm B: 88; Dịch vụ: 52; Tổng: 275,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2204.98
TAB-030,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 4 có thông tin gì?",Tháng: 03/2026; Sản phẩm A: 128; Sản phẩm B: 105; Dịch vụ: 58; Tổng: 291,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2303.89
TAB-031,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 5 có thông tin gì?",Tháng: 04/2026; Sản phẩm A: 150; Sản phẩm B: 112; Dịch vụ: 64; Tổng: 326,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2196.25
TAB-032,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 6 có thông tin gì?",Tháng: 05/2026; Sản phẩm A: 162; Sản phẩm B: 120; Dịch vụ: 71; Tổng: 353,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2197.1
TAB-033,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 7 có thông tin gì?",Tháng: 06/2026; Sản phẩm A: 158; Sản phẩm B: 130; Dịch vụ: 75; Tổng: 363,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2243.3
TAB-034,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 2 có thông tin gì?",Chỉ số: Tỷ lệ phản hồi khách hàng; Mục tiêu: 90%; Thực tế: 86%; Đánh giá: Cần cải thiện,Sheet Index: 2 Sheet Index: 2.,"xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI, A1:D6) | xlsx_01_bao_cao_doanh_thu.xlsx (sheet KPI)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2192.89
TAB-035,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 3 có thông tin gì?",Chỉ số: Đơn hàng đúng hạn; Mục tiêu: 95%; Thực tế: 97%; Đánh giá: Đạt,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2205.99
TAB-036,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 4 có thông tin gì?",Chỉ số: Chi phí quảng cáo; Mục tiêu: 25 triệu; Thực tế: 23 triệu; Đánh giá: Đạt,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2260.76
TAB-037,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 5 có thông tin gì?",Chỉ số: Tỷ lệ khách quay lại; Mục tiêu: 35%; Thực tế: 32%; Đánh giá: Theo dõi thêm,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2226.78
TAB-038,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""KPI"", dòng 6 có thông tin gì?",Chỉ số: Số lỗi vận hành; Mục tiêu: <= 5; Thực tế: 4; Đánh giá: Đạt,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2197.94
TAB-040,xlsx_02_ke_hoach_hoc_tap.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_02_ke_hoach_hoc_tap.xlsx"", ở sheet ""Ke hoach hoc tap"", dòng 2 có thông tin gì?","Tuần: 1; Môn học: Cloud Computing; Mục tiêu: Ôn NIST, IaaS/PaaS/SaaS; Giờ dự kiến: 8; Giờ thực tế: 7",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2166.63
SLD-001,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 1 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [4] textbox/text_box @ x=3043085,y=1287313,w=3922424,h=575310: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2152.51
SLD-002,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 2 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [3] textbox/text_box @ x=3789681,y=300037,w=2326649,h=685800: Nội dung",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2140.06
SLD-003,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 3 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [3] textbox/text_box @ x=212475,y=206829,w=6692068,h=685800: 1. Giới thiệu đề tài",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2219.59
SLD-004,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 4 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [3] bullet/text_box @ x=0,y=312325,w=5982191,h=685800: Vấn đề thực tế",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2144.75
SLD-005,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 5 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 5; Title: Slide 5; [3] bullet/text_box @ x=-209902,y=193481,w=5982191,h=685800: Giải pháp đề xuất",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2149.96
SLD-006,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 6 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 6; Title: Slide 6; [3] bullet/text_box @ x=-273620,y=300037,w=7535277,h=685800: Kiến trúc tổng thể của hệ thống",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2181.09
SLD-007,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 7 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 7; Title: Slide 7; [3] bullet/text_box @ x=-191954,y=199903,w=5982191,h=685800: Chức năng chính",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2185.03
SLD-008,AI Document Question Answering System.pptx,PPTX,Slide/Presentation,"Slide 8 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 8; Title: Slide 8; [3] bullet/text_box @ x=-248959,y=170540,w=5982191,h=685800: Pipeline xử lý tài liệu",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2134.31
SLD-009,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 1 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [1] textbox/auto_shape @ x=685800,y=640080,w=3840480,h=256032: BÀI TRÌNH CHIẾU MẪU",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2193.87
SLD-010,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 2 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [2] textbox/auto_shape @ x=502920,y=548640,w=7132320,h=502920: Vấn đề thường gặp trong thư viện truyền thống",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2180.25
SLD-011,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 3 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [2] textbox/auto_shape @ x=502920,y=548640,w=7132320,h=502920: Giải pháp đề xuất: thư viện thông minh",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2182.11
SLD-012,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 4 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [2] textbox/auto_shape @ x=502920,y=548640,w=7132320,h=502920: Luồng sử dụng mẫu",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2224.35
SLD-013,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 5 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 5; Title: Slide 5; [2] textbox/auto_shape @ x=502920,y=548640,w=7132320,h=502920: Dữ liệu cần quản lý",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2185.97
SLD-014,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 6 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 6; Title: Slide 6; [2] textbox/auto_shape @ x=502920,y=548640,w=7132320,h=502920: KPI đánh giá hiệu quả sau triển khai",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2170.88
SLD-015,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Slide/Presentation,"Slide 7 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 7; Title: Slide 7; [2] textbox/auto_shape @ x=502920,y=548640,w=7132320,h=502920: Kết luận và hướng mở rộng",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2205.82
SLD-016,pptx_01_du_lich_can_tho.pptx,PPTX,Slide/Presentation,"Slide 1 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Lịch trình Cần Thơ cuối tuần",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2177.11
SLD-017,pptx_01_du_lich_can_tho.pptx,PPTX,Slide/Presentation,"Slide 2 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Ngày 1: Khám phá nhịp sống sông nước",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2155.73
SLD-018,pptx_01_du_lich_can_tho.pptx,PPTX,Slide/Presentation,"Slide 3 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Ngày 2: Chợ nổi và mua quà",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2264.68
SLD-019,pptx_01_du_lich_can_tho.pptx,PPTX,Slide/Presentation,"Slide 4 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Ngân sách và chuẩn bị",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2191.87
SLD-020,pptx_01_du_lich_can_tho.pptx,PPTX,Slide/Presentation,"Slide 5 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 5; Title: Slide 5; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Tổng kết chuyến đi",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2149.11
SLD-021,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Slide/Presentation,"Slide 1 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Chiến dịch trồng cây trường học",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2178.22
SLD-022,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Slide/Presentation,"Slide 2 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Tuần 1: Khảo sát và chọn cây",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2161.75
SLD-023,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Slide/Presentation,"Slide 3 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Tuần 2-3: Trồng và truyền thông",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2151.63
SLD-024,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Slide/Presentation,"Slide 4 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Tuần 4: Theo dõi và đánh giá",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2195.98
SLD-025,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Slide/Presentation,"Slide 5 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 5; Title: Slide 5; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Kết quả kỳ vọng",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2149.91
SLD-026,Test pptx.pptx,PPTX,Slide/Presentation,"Slide 1 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 1; Title: オフィス業務; [2] textbox/placeholder @ x=4139952,y=3427413,w=3600698,h=2162175: 担当講師",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2161.56
SLD-027,Test pptx.pptx,PPTX,Slide/Presentation,"Slide 2 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 2; Title: 主な授業内容; [2] textbox/placeholder @ x=323528,y=1412776,w=8459788,h=5112022: 仕事をする意味",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2188.06
SLD-028,Test pptx.pptx,PPTX,Slide/Presentation,"Slide 3 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [1] textbox/auto_shape @ x=161510,y=404664,w=8820980,h=3024336: 先生も頑張ります！",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2166.21
SLD-029,Test pptx.pptx,PPTX,Slide/Presentation,"Slide 4 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [1] textbox/auto_shape @ x=161510,y=404664,w=8820980,h=3024336: 分からないことを",Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2157.6
SLD-030,Test pptx.pptx,PPTX,Slide/Presentation,"Slide 5 của file ""Test pptx.pptx"" nói về nội dung gì?",Slide: 5; Title: ＜授業の目的＞,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Bổ sung metadata slide/title/shape, ưu tiên slide filter và citation theo slide.",2405.36
OCR-002,jpeg_01_ke_hoach_du_lich.jpeg,JPEG,OCR/Vision,"Trong ảnh hoặc file scan ""jpeg_01_ke_hoach_du_lich.jpeg"", nội dung chữ chính là gì?",af1543170da2459e8e35a33eab1b7c94_jpeg_01_ke_hoach_du_lich.jpeg,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Rà soát OCR/Vision extraction và metadata ảnh; tăng kiểm tra fallback cho câu hỏi ảnh.,2214.02
